state	type_with_type	type_with_flowers	flowers_with_type	flowers_with_flowers
17860000	1	0.496390759958348	0.496390759958348	1
17870000	1	0.469018331770166	0.469018331770166	1
17880000	1	0.706479932920613	0.706479932920613	1
17890000	1	0.543926066597077	0.543926066597077	1
17900000	1	0.557727322259659	0.557727322259659	1
17910000	1	0.465238861652379	0.465238861652379	1
17920000	1	0.482342393471822	0.482342393471822	1
17930000	1	0.603572654681605	0.603572654681605	1
17940000	1	0.594612205334677	0.594612205334677	1
17950000	1	0.673669417320254	0.673669417320254	1
17960000	1	0.224665090352585	0.224665090352586	1
17970000	1	0.224377564322633	0.224377564322633	1
17980000	1	0.484195250486067	0.484195250486067	1
17990000	1	0.395887588723615	0.395887588723615	1
1.8e+07	1	0.403981917562542	0.403981917562542	1
18010000	1	0.656692113587977	0.656692113587977	1
18020000	1	0.00204054983095475	0.00204054983095475	1
18030000	1	0.557130145875325	0.557130145875326	1
18040000	1	0.384497635268316	0.384497635268316	1
18050000	1	0.340773707465279	0.340773707465279	1
18060000	1	0.660043828725769	0.660043828725769	1
18070000	1	0.430826345008188	0.430826345008188	1
18080000	1	0.425654509970198	0.425654509970198	1
18090000	1	0.564652793074274	0.564652793074274	1
18100000	1	0.757097391937962	0.757097391937962	1
18110000	1	0.510112739655933	0.510112739655933	1
18120000	1	0.259563890587069	0.259563890587069	1
18130000	1	0.445068487841049	0.445068487841049	1
18140000	1	0.573601563255966	0.573601563255966	1
18150000	1	0.594471761161341	0.594471761161341	1
18160000	1	0.534531996586661	0.534531996586661	1
18170000	1	0.460164110635318	0.460164110635318	1
18180000	1	0.442883816355054	0.442883816355054	1
18190000	1	0.540772648302322	0.540772648302322	1
18200000	1	0.578142747385555	0.578142747385555	1
18210000	1	0.54127710713749	0.54127710713749	1
18220000	1	0.409544309379834	0.409544309379834	1
18230000	1	0.0324062418438603	0.0324062418438603	1
18240000	1	0.431825466903238	0.431825466903238	1
18250000	1	0.636697414437225	0.636697414437225	1
18260000	1	0.367288262481938	0.367288262481937	1
18270000	1	0.343288791670137	0.343288791670137	1
18280000	1	0.638212336203494	0.638212336203494	1
18290000	1	0.681584067550769	0.681584067550768	1
18300000	1	0.553776702655008	0.553776702655008	1
18310000	1	0.506063347297771	0.506063347297771	1
18320000	1	0.54109510505101	0.54109510505101	1
18330000	1	0.562481641103486	0.562481641103486	1
