state	type_with_type	type_with_size	type_with_flowers	size_with_type	size_with_size	size_with_flowers	flowers_with_type	flowers_with_size	flowers_with_flowers
4e+05	1	-0.279993601484618	-0.422540505301853	-0.279993601484618	1	0.113611589876493	-0.422540505301853	0.113611589876493	1
410000	1	-0.399974863244406	-0.548974019929021	-0.399974863244406	1	0.108590319114287	-0.548974019929021	0.108590319114287	1
420000	1	0.0556753263147735	-0.578395362089455	0.0556753263147735	1	0.200952051434115	-0.578395362089455	0.200952051434115	1
430000	1	0.0554100812419797	-0.551672965579203	0.0554100812419797	1	0.0376748192608262	-0.551672965579203	0.0376748192608262	1
440000	1	-0.161262887903099	-0.568301969583158	-0.161262887903099	1	-0.0158367827420465	-0.568301969583158	-0.0158367827420465	1
450000	1	-0.0207455352251326	-0.487100418276027	-0.0207455352251326	1	-0.173368193472683	-0.487100418276027	-0.173368193472683	1
460000	1	-0.17055748611302	-0.636336506779926	-0.17055748611302	1	0.228854881423935	-0.636336506779927	0.228854881423935	1
470000	1	-0.149707626731611	-0.804188725829968	-0.149707626731611	1	0.00377454007155324	-0.804188725829968	0.00377454007155323	1
480000	1	-0.301741285913266	-0.253044579561604	-0.301741285913266	1	0.33189879623838	-0.253044579561604	0.33189879623838	1
490000	1	-0.481645731114315	-0.629119948927211	-0.481645731114315	1	0.276336955331159	-0.629119948927211	0.276336955331159	1
5e+05	1	-0.0486064476906161	-0.47992281069021	-0.0486064476906161	1	0.097549037517147	-0.47992281069021	0.097549037517147	1
510000	1	-0.0942238110420936	-0.609745327398038	-0.0942238110420937	1	0.125742165925219	-0.609745327398038	0.125742165925219	1
520000	1	-0.372042150915391	-0.633733602932003	-0.372042150915391	1	0.217007183026323	-0.633733602932003	0.217007183026323	1
530000	1	-0.108209702128749	-0.462528294354119	-0.108209702128749	1	0.206227942602911	-0.462528294354119	0.206227942602911	1
540000	1	-0.117212523875803	-0.744993656842583	-0.117212523875803	1	0.23322254507655	-0.744993656842583	0.23322254507655	1
550000	1	-0.308568621800605	-0.537447388567112	-0.308568621800605	1	0.0707137645574104	-0.537447388567112	0.0707137645574104	1
560000	1	0.033891489826899	-0.579944439330939	0.033891489826899	1	0.0280068665521237	-0.579944439330939	0.0280068665521237	1
570000	1	-0.365316003424691	-0.664611981483758	-0.365316003424691	1	0.388863146863787	-0.664611981483758	0.388863146863787	1
580000	1	-0.237883899305701	-0.699757663134845	-0.237883899305701	1	0.127171178600592	-0.699757663134845	0.127171178600592	1
590000	1	-0.267672014143493	-0.547589058059126	-0.267672014143493	1	-0.0173170949888523	-0.547589058059126	-0.0173170949888522	1
6e+05	1	-0.308685284129916	-0.232971127467028	-0.308685284129916	1	0.261013842426859	-0.232971127467028	0.261013842426859	1
610000	1	0.106260031614621	-0.62211472970637	0.106260031614621	1	-0.0411546150742414	-0.62211472970637	-0.0411546150742414	1
620000	1	-0.0846424124428277	-0.680792820802509	-0.0846424124428277	1	0.0442700430086885	-0.680792820802509	0.0442700430086885	1
630000	1	-0.320079152071292	-0.685320463392953	-0.320079152071292	1	0.419729723936908	-0.685320463392953	0.419729723936908	1
