state	type_with_type	type_with_size	type_with_sparsity	size_with_type	size_with_size	size_with_sparsity	sparsity_with_type	sparsity_with_size	sparsity_with_sparsity
9260000	1	-0.475065837893008	0.85844739847828	-0.475065837893008	1	-0.400001722297552	0.85844739847828	-0.400001722297552	1
9270000	1	-0.197813940594697	0.818507869876365	-0.197813940594697	1	0.0755680812879758	0.818507869876365	0.0755680812879759	1
9280000	1	-0.364012377623537	0.64783392036102	-0.364012377623537	1	-0.196396215137317	0.64783392036102	-0.196396215137316	1
9290000	1	-0.266266368772895	0.771380175595398	-0.266266368772895	1	-0.114622015764123	0.771380175595398	-0.114622015764123	1
9300000	1	-0.0309759525900332	0.861513698614721	-0.0309759525900332	1	-0.137016130112252	0.861513698614721	-0.137016130112252	1
9310000	1	-0.331659184829928	0.928785075398682	-0.331659184829928	1	-0.180526683213954	0.928785075398682	-0.180526683213954	1
9320000	1	-0.365372235087689	0.756790437254077	-0.365372235087689	1	-0.377491014767439	0.756790437254077	-0.377491014767439	1
9330000	1	-0.27029726472901	0.68174924363126	-0.27029726472901	1	-0.0053761917204856	0.68174924363126	-0.00537619172048561	1
9340000	1	-0.358773726500496	0.64640780947653	-0.358773726500496	1	-0.308672199224844	0.64640780947653	-0.308672199224844	1
9350000	1	-0.271109032565647	0.764061133898325	-0.271109032565647	1	-0.0219323421062392	0.764061133898325	-0.0219323421062392	1
9360000	1	-0.0936538755863586	0.779572694699122	-0.0936538755863586	1	0.0824675460844585	0.779572694699122	0.0824675460844585	1
9370000	1	0.233732544500029	0.8605941992192	0.233732544500029	1	0.162346917803667	0.8605941992192	0.162346917803667	1
9380000	1	-0.169354881802121	0.8546531247609	-0.169354881802121	1	-0.0294674347743809	0.8546531247609	-0.0294674347743808	1
9390000	1	-0.51305945357561	0.787360969281615	-0.51305945357561	1	-0.268227377782515	0.787360969281615	-0.268227377782515	1
9400000	1	-0.39867383372489	0.863238058775255	-0.39867383372489	1	-0.266472871693355	0.863238058775255	-0.266472871693355	1
9410000	1	-0.158867077734043	0.852355643972899	-0.158867077734043	1	-0.0938028080868201	0.852355643972899	-0.0938028080868201	1
9420000	1	-0.385065649751003	0.623658854081312	-0.385065649751002	1	-0.272064111038219	0.623658854081312	-0.272064111038219	1
9430000	1	-0.171670774813859	0.882089691775018	-0.171670774813859	1	-0.0887339630577147	0.882089691775018	-0.0887339630577148	1
9440000	1	-0.116550674915652	0.876303219776451	-0.116550674915652	1	-0.167318329155164	0.876303219776451	-0.167318329155164	1
9450000	1	-0.572471123779511	0.793570718353626	-0.572471123779512	1	-0.250892037046546	0.793570718353626	-0.250892037046546	1
9460000	1	-0.396075877884942	0.649307471677299	-0.396075877884942	1	-0.242079765739892	0.649307471677299	-0.242079765739892	1
9470000	1	-0.0720596572188216	0.904649842885687	-0.0720596572188216	1	-0.12005637672252	0.904649842885687	-0.12005637672252	1
9480000	1	-0.324254199259865	0.748309458070874	-0.324254199259865	1	-0.247356134121368	0.748309458070874	-0.247356134121368	1
9490000	1	-0.266072907043742	0.693152106723198	-0.266072907043742	1	-0.10673248642033	0.693152106723198	-0.10673248642033	1
9500000	1	-0.437404833372096	0.814946573291261	-0.437404833372096	1	-0.303471909319022	0.814946573291261	-0.303471909319022	1
9510000	1	-0.299023835882173	0.867260646717334	-0.299023835882173	1	-0.140133708016238	0.867260646717334	-0.140133708016238	1
9520000	1	-0.0997035153437774	0.766630434933245	-0.0997035153437774	1	-0.221390409076667	0.766630434933245	-0.221390409076667	1
9530000	1	-0.244590598185149	0.808444077094555	-0.244590598185149	1	-0.269886714276392	0.808444077094555	-0.269886714276392	1
9540000	1	-0.351637245294248	0.652516367855244	-0.351637245294248	1	-0.298942496003634	0.652516367855244	-0.298942496003634	1
9550000	1	0.158895328084704	0.402502528410955	0.158895328084704	1	-0.182380807872144	0.402502528410955	-0.182380807872144	1
9560000	1	-0.264509793220589	0.650191984625126	-0.26450979322059	1	-0.183313164668795	0.650191984625126	-0.183313164668795	1
9570000	1	-0.221792016155673	0.624083911581203	-0.221792016155673	1	-0.412587849086952	0.624083911581203	-0.412587849086952	1
