Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01A	q_01B	q_10A	q_10B	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
10	319.2826	391.6435	-72.36095	0.103334	0.0100161	0.0218166	0.00211468	-2.26979	-4.60356	-1.5553	-0.0551169	1.513145	0.03711461	0.6120207	0.0005202149	0.6827953	6.056527e-06	0.589587	0.127596	0.187417	0.0954	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.122843
11	320.26	395.0868	-74.82679	0.103334	0.0100038	0.0218166	0.00211206	-2.26979	-4.6048	-1.5553	-0.0551169	1.513145	0.03711461	0.6120582	0.02495203	0.6858972	6.056527e-06	0.0954	0.187417	0.589587	0.127596	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.00605645
12	322.1463	397.0957	-74.94939	0.103334	0.0100038	0.0218166	0.00211206	-2.26979	-4.6048	-1.5553	-0.0551169	1.513145	0.03711461	0.6123665	0.02495203	0.6858972	6.056527e-06	0.0679125	0.421546	0.41971	0.0908317	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.121251
13	320.6488	395.5958	-74.94695	0.103207	0.0100038	0.0217897	0.00211206	-2.27102	-4.6048	-1.5553	-0.0551169	1.513145	0.03711461	0.6123665	0.02495203	0.6857128	6.056527e-06	0.0679125	0.421546	0.41971	0.0908317	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.121251
14	319.2076	395.5963	-76.38866	0.103207	0.0100038	0.0217897	0.00211206	-2.27102	-4.6048	-1.5553	0.235909	1.513145	0.03711461	0.6123665	0.02495203	0.6851257	6.056527e-06	0.421546	0.41971	0.0679125	0.0908317	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.55071
15	319.083	395.5999	-76.5169	0.103178	0.0100038	0.0217836	0.00211206	-2.2713	-4.6048	-1.5553	0.235909	1.513145	0.03711461	0.6123665	0.02495203	0.6851257	6.056527e-06	0.0911278	0.421078	0.328049	0.159745	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.6785
16	318.5534	395.2226	-76.66918	0.103178	0.0100779	0.0217836	0.00212772	-2.2713	-4.59741	-1.5553	0.646783	1.513145	0.03711461	0.6123665	0.02495203	0.6851257	6.056527e-06	0.0847529	0.3051	0.14857	0.461577	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.6785
17	318.6622	394.9459	-76.28366	0.103233	0.0100779	0.0217952	0.00212772	-2.27077	-4.59741	-1.5553	-1.92312	1.513145	0.03711461	0.6123665	0.005202519	0.6851257	6.056527e-06	0.0847529	0.3051	0.14857	0.461577	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.896301
18	319.4078	395.9994	-76.59164	0.103233	0.0100605	0.0217952	0.00212405	-2.27077	-4.59914	-1.5553	2.0637	1.513145	0.03711461	0.6123665	0.005202519	0.6860011	6.056527e-06	0.0169039	0.495794	0.159584	0.327718	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.896301
19	323.6915	396.8543	-73.16275	0.103233	0.0100605	0.0218178	0.00212624	-2.27077	-4.59914	-1.55426	1.12626	1.513145	0.03711461	0.6123665	0.0001380899	0.6860011	6.056527e-06	0.495794	0.0169039	0.159584	0.327718	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.896301
20	323.1982	395.812	-72.61382	0.103233	0.0100605	0.0218178	0.00212624	-2.27077	-4.59914	-1.55426	-0.957547	1.513145	0.03711461	0.6123665	0.0001380899	0.6860011	6.056527e-06	0.159584	0.0169039	0.495794	0.327718	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.523152
21	322.4277	396.4633	-74.03555	0.103233	0.0100605	0.0218178	0.00212624	-2.27077	-4.59914	-1.55426	-0.599037	1.513145	0.03711461	0.6123665	0.0001380899	0.6860011	6.056527e-06	0.327718	0.0169039	0.159584	0.495794	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.22392
22	320.451	396.3896	-75.93857	0.103233	0.0101401	0.0218178	0.00214305	-2.27077	-4.59126	-1.55426	-1.31565	1.513145	0.03711461	0.6123665	0.00156761	0.6860011	6.056527e-06	0.0506508	0.225353	0.0238705	0.700126	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.22392
23	323.2088	396.5186	-73.30982	0.103233	0.0100474	0.0218178	0.00212347	-2.27077	-4.60044	-1.55426	-0.860727	1.513145	0.03711461	0.6123665	0.001009807	0.6860011	6.056527e-06	0.0506508	0.225353	0.0238705	0.700126	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.287
24	320.8757	395.2121	-74.3364	0.103233	0.00999673	0.0218178	0.00211276	-2.27077	-4.6055	-1.55426	-0.860727	1.513145	0.03711461	0.6123665	0.00450658	0.6934178	6.056527e-06	0.0555077	0.76726	0.151073	0.0261594	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.287
25	320.8327	395.2038	-74.37101	0.103233	0.0101255	0.0218178	0.00213998	-2.27077	-4.59269	-1.55426	0.576456	1.513145	0.03711461	0.6123665	0.00450658	0.6938222	6.056527e-06	0.341125	0.535238	0.0182487	0.105388	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.566533
26	318.3649	394.577	-76.21209	0.103233	0.0101255	0.0218178	0.00213998	-2.27077	-4.59269	-1.55426	0.175399	1.513145	0.03711461	0.6123665	0.04214699	0.6938222	6.056527e-06	0.105388	0.341125	0.0182487	0.535238	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.566533
27	323.5753	397.4539	-73.87859	0.103233	0.0101255	0.0218178	0.00213998	-2.27077	-4.59269	-1.55426	-1.27301	1.513145	0.03711461	0.6123665	0.000799977	0.6860491	6.056527e-06	0.535238	0.341125	0.105388	0.0182487	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.566533
28	321.6486	395.8174	-74.16883	0.103233	0.010127	0.0218178	0.00214029	-2.27077	-4.59255	-1.55426	-1.48397	1.513145	0.03711461	0.6123665	0.000799977	0.6860491	6.056527e-06	0.158826	0.0275018	0.806634	0.00703868	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.566533
29	320.5636	397.2515	-76.68789	0.103233	0.010142	0.0218178	0.00214346	-2.27077	-4.59107	-1.55426	0.847715	1.513145	0.03711461	0.6123665	0.04660488	0.6860491	6.056527e-06	0.806634	0.0275018	0.158826	0.00703868	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.737126
30	321.1204	397.4476	-76.32724	0.103233	0.010142	0.0218178	0.00214346	-2.27077	-4.59107	-1.55426	1.01922	1.513145	0.03711461	0.6123665	0.04660488	0.6860491	6.056527e-06	0.806634	0.158826	0.00703868	0.0275018	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.216382
31	323.1377	397.4476	-74.30985	0.103233	0.010142	0.0218178	0.00214346	-2.27077	-4.59107	-1.55426	1.01922	1.513145	0.03711461	0.6123665	0.004078476	0.6860491	6.056527e-06	0.806634	0.158826	0.0275018	0.00703868	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.404472
32	317.7908	396.4192	-78.62833	0.103233	0.010142	0.0218178	0.00214346	-2.27077	-4.59107	-1.55426	0.115073	1.513145	0.03711461	0.612193	0.1473683	0.6860491	6.056527e-06	0.806634	0.00703868	0.158826	0.0275018	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.119025
33	318.3499	396.981	-78.63104	0.103233	0.010142	0.0218178	0.00214346	-2.27077	-4.59107	-1.55426	0.115073	1.513145	0.03711461	0.6123056	0.1473683	0.6860491	6.056527e-06	0.806634	0.0275018	0.158826	0.00703868	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.119025
34	323.4893	395.5257	-72.03637	0.103233	0.010142	0.0218178	0.00214346	-2.27077	-4.59107	-1.55426	0.115073	1.513145	0.03711461	0.6123056	0.0002942501	0.6860491	6.056527e-06	0.158826	0.0275018	0.806634	0.00703868	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0476296
35	322.2396	396.8415	-74.60188	0.103233	0.00982363	0.0218181	0.00207621	-2.27077	-4.62296	-1.55425	0.115073	1.513145	0.03711461	0.6123056	0.01745423	0.6860491	6.056527e-06	0.666403	0.00279143	0.319898	0.0109068	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0476296
36	320.1956	397.4133	-77.21767	0.103233	0.00963311	0.0218181	0.00203594	-2.27077	-4.64255	-1.55425	0.115073	1.513145	0.03711461	0.6123056	0.01745423	0.6860491	6.056527e-06	0.00285329	0.659011	0.326987	0.0111485	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.58578
37	324.0372	396.3137	-72.27646	0.103233	0.00964394	0.0218181	0.00203823	-2.27077	-4.64143	-1.55425	0.115073	1.513145	0.03711461	0.6123056	0.0002538808	0.6860491	6.056527e-06	0.278161	0.0236002	0.00604012	0.692199	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.163672
38	321.71	396.3137	-74.60366	0.103233	0.00964394	0.0218181	0.00203823	-2.27077	-4.64143	-1.55425	-0.441292	1.513145	0.03711461	0.6123056	0.001719667	0.6860491	6.056527e-06	0.278161	0.0236002	0.692199	0.00604012	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.40957
39	323.9785	397.6994	-73.72094	0.103233	0.00964394	0.0218181	0.00203823	-2.27077	-4.64143	-1.55425	-0.441292	1.513145	0.03711461	0.6123056	0.004012708	0.6860491	6.056527e-06	0.278161	0.692199	0.0236002	0.00604012	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0499441
40	322.5061	396.5439	-74.03779	0.103233	0.00964394	0.0218181	0.00203823	-2.27077	-4.64143	-1.55425	-0.917251	1.513145	0.03711461	0.6123056	0.004012708	0.6857797	6.056527e-06	0.0228861	0.300004	0.671253	0.00585734	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0499441
41	322.0883	395.6725	-73.58417	0.103233	0.0100504	0.0218181	0.00212413	-2.27077	-4.60015	-1.55425	-0.510297	1.513145	0.03711461	0.6123056	0.004012708	0.6857797	6.056527e-06	0.00585734	0.300004	0.671253	0.0228861	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0499441
42	321.73	395.7386	-74.00859	0.103233	0.0100504	0.0218181	0.00212413	-2.27077	-4.60015	-1.55425	-0.510297	1.513145	0.03711461	0.6123056	0.0003412328	0.6857797	6.056527e-06	0.0235074	0.308148	0.662328	0.00601636	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.79195
43	321.2316	396.9379	-75.70629	0.103233	0.0100745	0.0218181	0.00212923	-2.27077	-4.59775	-1.55425	0.263634	1.513145	0.03711461	0.6123974	0.005233605	0.6857797	6.056527e-06	0.0235074	0.662328	0.308148	0.00601636	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.11356
44	320.988	396.9379	-75.9499	0.103233	0.0100745	0.0218181	0.00212923	-2.27077	-4.59775	-1.55425	-1.74325	1.513145	0.03711461	0.6123974	0.005233605	0.6857797	6.056527e-06	0.0235074	0.662328	0.00601636	0.308148	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.872467
45	321.8189	396.4215	-74.60253	0.103233	0.0100745	0.0218181	0.00212923	-2.27077	-4.59775	-1.55425	0.56213	1.513145	0.03711461	0.6124384	0.005233605	0.6857797	6.056527e-06	0.0235074	0.308148	0.00601636	0.662328	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.885579
46	321.5794	396.3894	-74.81	0.103233	0.0101282	0.0218181	0.00214058	-2.27077	-4.59243	-1.55425	0.161737	1.513145	0.03711461	0.6124384	0.009188383	0.6857797	6.056527e-06	0.109199	0.281107	0.604206	0.00548839	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.885579
47	319.8439	396.6591	-76.81513	0.103233	0.0101282	0.0218181	0.00214058	-2.27077	-4.59243	-1.55425	-2.17052	1.513145	0.03711461	0.6124384	0.009188383	0.6857797	6.056527e-06	0.648025	0.00588643	0.22897	0.117119	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.548197
48	319.4398	396.6625	-77.22271	0.103233	0.0101282	0.0218181	0.00214058	-2.27077	-4.59243	-1.55425	-2.17052	1.513145	0.03711461	0.6124384	0.01778087	0.6857797	6.056527e-06	0.650284	0.00590695	0.226282	0.117527	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.426168
49	321.9917	396.5141	-74.52239	0.103233	0.0101282	0.0218181	0.00214058	-2.27077	-4.59243	-1.55425	1.03016	1.513145	0.03711461	0.6124287	0.005471568	0.6857797	6.056527e-06	0.591945	0.00537702	0.205982	0.196696	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.426168
50	322.2734	396.7705	-74.49711	0.103233	0.0101282	0.0218181	0.00214058	-2.27077	-4.59243	-1.55425	1.03016	1.513145	0.03711461	0.6124287	0.005254519	0.6857797	6.056527e-06	0.332305	0.317324	0.00867459	0.341697	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.426168
51	322.3272	396.7182	-74.39101	0.103233	0.0101282	0.0218181	0.00214058	-2.27077	-4.59243	-1.55425	1.03016	1.513145	0.03711461	0.6124244	0.005254519	0.6857797	6.056527e-06	0.343964	0.293371	0.00897895	0.353686	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.320169
52	320.093	397.0753	-76.98232	0.103233	0.00973291	0.0218181	0.00205704	-2.27077	-4.63224	-1.55425	1.03016	1.513145	0.03711461	0.6124244	0.05827786	0.6857797	6.056527e-06	0.638466	0.180957	0.00459392	0.175983	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.320169
53	320.8338	397.267	-76.43316	0.103233	0.0097666	0.0218181	0.00206416	-2.27077	-4.62879	-1.55425	-1.15493	1.513145	0.03711461	0.6124244	0.002784705	0.6857797	6.056527e-06	0.638466	0.00459392	0.180957	0.175983	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.45751
54	321.3429	397.7761	-76.43316	0.103233	0.0097666	0.0218181	0.00206416	-2.27077	-4.62879	-1.55425	-1.15493	1.513145	0.03711461	0.6124244	0.002784705	0.6857797	6.056527e-06	0.409028	0.47606	0.00284502	0.112067	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.45751
55	320.9951	397.6115	-76.61637	0.103233	0.0097666	0.0218181	0.00206416	-2.27077	-4.62879	-1.55425	-1.15493	1.513145	0.03711461	0.6124244	0.003827263	0.6857797	6.056527e-06	0.658475	0.180411	0.156533	0.00458007	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.45751
56	322.4576	397.321	-74.86346	0.103233	0.00986835	0.0218181	0.00208566	-2.27077	-4.61842	-1.55425	0.253891	1.513145	0.03711461	0.6124037	0.0005180754	0.6857797	6.056527e-06	0.658475	0.156533	0.00458007	0.180411	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.45751
57	317.4827	396.7283	-79.24552	0.103233	0.00986835	0.0218181	0.00208566	-2.27077	-4.61842	-1.55425	0.253891	1.513145	0.03711461	0.6124037	0.08056446	0.6857797	6.056527e-06	0.350675	0.0960793	0.550806	0.00243915	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.45751
58	320.1462	397.8336	-77.68743	0.103233	0.00963583	0.0218181	0.00203652	-2.27077	-4.64227	-1.55425	0.79361	1.513145	0.03711461	0.6124037	0.08056446	0.6857797	6.056527e-06	0.550806	0.350675	0.0960793	0.00243915	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.522276
59	319.457	397.1825	-77.72559	0.103233	0.0096413	0.0218181	0.00203767	-2.27077	-4.6417	-1.55425	0.842991	1.513145	0.03711461	0.6124037	0.08056446	0.6857797	6.056527e-06	0.0896634	0.327258	0.00227627	0.580802	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.522276
60	316.9363	396.2607	-79.32442	0.103233	0.0101059	0.0218181	0.00213586	-2.27077	-4.59464	-1.55425	0.470347	1.513145	0.03711461	0.6124037	0.08145704	0.6857797	6.056527e-06	0.309165	0.139995	0.00215042	0.54869	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.52545
61	317.1217	396.9247	-79.80309	0.103233	0.0101059	0.0218181	0.00213586	-2.27077	-4.59464	-1.55425	-1.08562	1.513145	0.03711461	0.6124037	0.08145704	0.6857797	6.056527e-06	0.54869	0.309165	0.00215042	0.139995	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.52545
62	321.0034	395.9411	-74.9377	0.103233	0.010021	0.0218181	0.00211792	-2.27077	-4.60307	-1.55425	-1.14699	1.513145	0.03711461	0.6124037	0.000172594	0.6857325	6.056527e-06	0.309165	0.00215042	0.139995	0.54869	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.52545
63	322.6454	395.9411	-73.29574	0.103233	0.010021	0.0218181	0.00211792	-2.27077	-4.60307	-1.55425	1.07048	1.513145	0.03711461	0.6124037	4.287732e-05	0.6857325	6.056527e-06	0.309165	0.00215042	0.139995	0.54869	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.66763
64	319.9918	395.2803	-75.28853	0.103233	0.010021	0.0218181	0.00211792	-2.27077	-4.60307	-1.55425	-0.0803452	1.513145	0.03711461	0.6124037	0.005576935	0.6857325	6.056527e-06	0.00175664	0.114359	0.435668	0.448216	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.66763
65	321.8473	397.3891	-75.54184	0.103233	0.00966204	0.0218181	0.00204206	-2.27077	-4.63955	-1.55425	-0.474023	1.513145	0.03711461	0.6124037	0.005576935	0.6857325	6.056527e-06	0.703359	0.000944376	0.0614799	0.234217	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.66763
66	321.0523	396.5822	-75.52988	0.103233	0.00992375	0.0218181	0.00209737	-2.27077	-4.61282	-1.55425	-0.474023	1.513145	0.03711461	0.6124037	0.006458123	0.6857325	6.056527e-06	0.478942	0.00105436	0.150387	0.369617	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.66763
67	320.0907	395.8398	-75.74907	0.103233	0.00992375	0.0218181	0.00209737	-2.27077	-4.61282	-1.55425	0.814296	1.513145	0.03711461	0.6124037	0.006458123	0.6857325	6.056527e-06	0.00114389	0.163157	0.519611	0.316088	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.66763
68	321.788	397.3552	-75.56714	0.103233	0.00992375	0.0218181	0.00209737	-2.27077	-4.61282	-1.55425	-0.547019	1.513145	0.03711461	0.6124037	0.006458123	0.6857325	6.056527e-06	0.316088	0.519611	0.00114389	0.163157	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.66763
69	322.7241	397.8211	-75.09697	0.103233	0.00963045	0.0218181	0.00203538	-2.27077	-4.64283	-1.55425	0.281832	1.513145	0.03711461	0.6124037	0.006458123	0.6857325	6.056527e-06	0.316088	0.519611	0.163157	0.00114389	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.18857
70	323.0259	397.7832	-74.75727	0.103233	0.00963177	0.0218181	0.00203566	-2.27077	-4.64269	-1.55425	0.98225	1.513145	0.03711461	0.6124037	0.006458123	0.6857325	6.056527e-06	0.277858	0.520512	0.200484	0.00114587	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.406721
71	321.7029	396.5425	-74.83961	0.103233	0.0100341	0.0218181	0.00212069	-2.27077	-4.60177	-1.55425	0.586558	1.513145	0.03711461	0.6124037	0.01387356	0.6857325	6.056527e-06	0.200484	0.277858	0.00114587	0.520512	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.406721
72	322.7144	397.5054	-74.79096	0.103233	0.00966999	0.0218181	0.00204374	-2.27077	-4.63873	-1.55425	-0.813364	1.513145	0.03711461	0.6124037	0.01387356	0.6857325	6.056527e-06	0.520512	0.200484	0.00114587	0.277858	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0532544
73	324.2138	397.7317	-73.51786	0.103233	0.00966999	0.0218181	0.00204374	-2.27077	-4.63873	-1.55425	-1.95696	1.513145	0.03711461	0.6124037	8.385904e-05	0.6857325	6.056527e-06	0.363576	0.458727	0.176686	0.00100985	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0705889
74	318.5728	397.7707	-79.19797	0.103233	0.00966999	0.0218181	0.00204374	-2.27077	-4.63873	-1.55425	-1.95696	1.513145	0.03711461	0.6124037	0.09104855	0.6857325	6.056527e-06	0.621831	0.30219	0.0742511	0.00172717	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.143438
75	317.468	397.7707	-80.30273	0.103233	0.00966999	0.0218181	0.00204374	-2.27077	-4.63873	-1.55425	-1.95696	1.513145	0.03711461	0.6124037	0.09104855	0.6857325	6.056527e-06	0.621831	0.30219	0.00172717	0.0742511	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.2482
76	323.3626	397.618	-74.25538	0.103233	0.00975551	0.0218181	0.00206181	-2.27077	-4.62992	-1.55425	-0.0231985	1.513145	0.03711461	0.6123971	0.005314504	0.6857325	6.056527e-06	0.621831	0.30219	0.00172717	0.0742511	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.56178
77	322.0761	397.6243	-75.54815	0.103233	0.0097514	0.0218181	0.00206094	-2.27077	-4.63034	-1.55425	-1.78872	1.513145	0.03711461	0.6123971	0.005314504	0.6857325	6.056527e-06	0.621831	0.30219	0.00172717	0.0742511	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.25339
78	324.8807	397.2609	-72.38015	0.103233	0.0097514	0.0218181	0.00206094	-2.27077	-4.63034	-1.55425	0.434016	1.513145	0.03711461	0.6123971	0.0002419937	0.6857325	6.056527e-06	0.621831	0.0742511	0.00172717	0.30219	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.25339
79	322.1833	397.1477	-74.96446	0.103233	0.00980216	0.0218181	0.00207167	-2.27077	-4.62515	-1.55425	0.434016	1.513145	0.03711461	0.6122894	0.01019212	0.6857325	6.056527e-06	0.30219	0.621831	0.00172717	0.0742511	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.759578
80	320.3566	396.7503	-76.39368	0.103233	0.00997315	0.0218181	0.00210781	-2.27077	-4.60786	-1.55425	0.610444	1.513145	0.03711461	0.6122894	0.04083081	0.6857325	6.056527e-06	0.30219	0.621831	0.00172717	0.0742511	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.759578
81	320.4765	396.9642	-76.48765	0.103233	0.00975533	0.0218181	0.00206177	-2.27077	-4.62994	-1.55425	0.610444	1.513145	0.03711461	0.6122894	0.04083081	0.6860137	6.056527e-06	0.748077	0.00207783	0.0893257	0.160519	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.759578
82	320.7831	396.6613	-75.87821	0.103233	0.00994187	0.0218181	0.0021012	-2.27077	-4.611	-1.55425	-0.23441	1.513145	0.03711461	0.6122894	0.04083081	0.6860137	6.056527e-06	0.748077	0.00207783	0.0893257	0.160519	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.383837
83	320.6232	396.2097	-75.58653	0.103233	0.00999648	0.0218181	0.00211274	-2.27077	-4.60552	-1.55425	0.297971	1.513145	0.03711461	0.6122894	0.04083081	0.6861246	6.056527e-06	0.484702	0.00117572	0.423294	0.0908284	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0941632
