Iteration	Replicate_ID	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
22374	0	-83867.3	-83866.9	-0.4054636	0.0133267	0.918204	0.0817962	1.83641	0.163592	0.9999985
22375	1	-83866.37	-83865.96	-0.4054597	0.0181509	0.918039	0.0819614	1.83608	0.163923	0.9999946
22376	0	-83865.93	-83865.53	-0.4054636	0.016427	0.918204	0.0817962	1.83641	0.163592	0.9999985
22377	1	-83866.72	-83866.32	-0.4054597	0.0196615	0.918039	0.0819614	1.83608	0.163923	0.9999946
22378	0	-83865.95	-83865.54	-0.4054636	0.0163457	0.918204	0.0817962	1.83641	0.163592	0.9999985
22379	1	-83866.33	-83865.92	-0.4054597	0.0173854	0.918039	0.0819614	1.83608	0.163923	0.9999946
22380	0	-83866.51	-83866.11	-0.4054636	0.0146658	0.918204	0.0817962	1.83641	0.163592	0.9999985
22381	1	-83866.73	-83866.32	-0.4054597	0.0196756	0.918039	0.0819614	1.83608	0.163923	0.9999946
22382	0	-83866.51	-83866.11	-0.4054636	0.0146658	0.918204	0.0817962	1.83641	0.163592	0.9999985
22383	1	-83866.42	-83866.01	-0.4054597	0.0185363	0.918039	0.0819614	1.83608	0.163923	0.9999946
22384	0	-83865.93	-83865.52	-0.4054636	0.0185638	0.918204	0.0817962	1.83641	0.163592	0.9999985
22385	1	-83866.35	-83865.95	-0.4054597	0.0169771	0.918039	0.0819614	1.83608	0.163923	0.9999946
22386	0	-83865.84	-83865.43	-0.4054636	0.017301	0.918204	0.0817962	1.83641	0.163592	0.9999985
22387	1	-83866.46	-83866.05	-0.4054597	0.0187311	0.918039	0.0819614	1.83608	0.163923	0.9999946
22388	0	-83865.84	-83865.43	-0.4054636	0.017301	0.918204	0.0817962	1.83641	0.163592	0.9999985
22389	1	-83866.42	-83866.01	-0.4054597	0.0164564	0.918039	0.0819614	1.83608	0.163923	0.9999946
22390	0	-83865.89	-83865.48	-0.4054636	0.0167267	0.918204	0.0817962	1.83641	0.163592	0.9999985
22391	1	-83866.42	-83866.01	-0.4054597	0.0164564	0.918039	0.0819614	1.83608	0.163923	0.9999946
22392	0	-83866.59	-83866.19	-0.4054636	0.0144984	0.918204	0.0817962	1.83641	0.163592	0.9999985
22393	1	-83866.37	-83865.96	-0.4054597	0.0168144	0.918039	0.0819614	1.83608	0.163923	0.9999946
22394	0	-83865.86	-83865.45	-0.4054636	0.018006	0.918204	0.0817962	1.83641	0.163592	0.9999985
22395	1	-83866.67	-83866.26	-0.4054597	0.0154814	0.918039	0.0819614	1.83608	0.163923	0.9999946
22396	0	-83865.91	-83865.51	-0.4054636	0.0165327	0.918204	0.0817962	1.83641	0.163592	0.9999985
22397	1	-83866.67	-83866.26	-0.4054597	0.0154814	0.918039	0.0819614	1.83608	0.163923	0.9999946
22398	0	-83868.4	-83867.99	-0.4054636	0.0230416	0.918204	0.0817962	1.83641	0.163592	0.9999985
22399	1	-83866.99	-83866.59	-0.4054597	0.0190965	0.917746	0.0822542	1.83549	0.164508	0.9999946
22400	0	-83866.1	-83865.7	-0.4054636	0.0192942	0.918204	0.0817962	1.83641	0.163592	0.9999985
22401	1	-83866.79	-83866.38	-0.4054597	0.0169772	0.917746	0.0822542	1.83549	0.164508	0.9999946
22402	0	-83865.85	-83865.44	-0.4054636	0.0171521	0.918204	0.0817962	1.83641	0.163592	0.9999985
22403	1	-83866.79	-83866.38	-0.4054597	0.017948	0.917746	0.0822542	1.83549	0.164508	0.9999946
22404	0	-83865.85	-83865.44	-0.4054636	0.0171521	0.918204	0.0817962	1.83641	0.163592	0.9999985
22405	1	-83866.77	-83866.37	-0.4054597	0.0173047	0.917746	0.0822542	1.83549	0.164508	0.9999946
22406	0	-83865.85	-83865.44	-0.4054636	0.0171521	0.918204	0.0817962	1.83641	0.163592	0.9999985
22407	1	-83866.47	-83866.06	-0.4054597	0.0158236	0.918128	0.0818717	1.83626	0.163743	0.9999946
22408	0	-83865.85	-83865.44	-0.4054636	0.0171521	0.918204	0.0817962	1.83641	0.163592	0.9999985
22409	1	-83868.12	-83867.71	-0.4054597	0.0127586	0.918128	0.0818717	1.83626	0.163743	0.9999946
22410	0	-83865.85	-83865.44	-0.4054636	0.0171521	0.918204	0.0817962	1.83641	0.163592	0.9999985
22411	1	-83868.12	-83867.71	-0.4054597	0.0127586	0.918128	0.0818717	1.83626	0.163743	0.9999946
22412	0	-83865.85	-83865.44	-0.4054636	0.0171521	0.918204	0.0817962	1.83641	0.163592	0.9999985
22413	1	-83866.52	-83866.12	-0.4054597	0.0193615	0.918128	0.0818717	1.83626	0.163743	0.9999946
22414	0	-83866.04	-83865.63	-0.4054636	0.015964	0.918204	0.0817962	1.83641	0.163592	0.9999985
22415	1	-83866.52	-83866.12	-0.4054597	0.0193615	0.918128	0.0818717	1.83626	0.163743	0.9999946
22416	0	-83866.66	-83866.25	-0.4054636	0.0143801	0.918204	0.0817962	1.83641	0.163592	0.9999985
22417	1	-83866.6	-83866.2	-0.4054597	0.0196117	0.918128	0.0818717	1.83626	0.163743	0.9999946
22418	0	-83866.66	-83866.25	-0.4054636	0.0143801	0.918204	0.0817962	1.83641	0.163592	0.9999985
22419	1	-83866.6	-83866.2	-0.4054597	0.0196117	0.918128	0.0818717	1.83626	0.163743	0.9999946
22420	0	-83866.66	-83866.25	-0.4054636	0.0143801	0.918204	0.0817962	1.83641	0.163592	0.9999985
22421	1	-83866.24	-83865.83	-0.4054597	0.017707	0.918128	0.0818717	1.83626	0.163743	0.9999946
22422	0	-83866.33	-83865.93	-0.4054636	0.0199542	0.918204	0.0817962	1.83641	0.163592	0.9999985
22423	1	-83866.24	-83865.83	-0.4054597	0.017707	0.918128	0.0818717	1.83626	0.163743	0.9999946
22424	0	-83867.16	-83866.75	-0.4054636	0.0135383	0.918204	0.0817962	1.83641	0.163592	0.9999985
22425	1	-83866.24	-83865.83	-0.4054597	0.017279	0.918128	0.0818717	1.83626	0.163743	0.9999946
22426	0	-83868.73	-83868.33	-0.4054636	0.0233923	0.918204	0.0817962	1.83641	0.163592	0.9999985
22427	1	-83866.23	-83865.83	-0.4054597	0.0174443	0.918128	0.0818717	1.83626	0.163743	0.9999946
22428	0	-83866.44	-83866.04	-0.4054636	0.0148171	0.918204	0.0817962	1.83641	0.163592	0.9999985
22429	1	-83866.31	-83865.9	-0.4054597	0.0165583	0.918128	0.0818717	1.83626	0.163743	0.9999946
22430	0	-83866.26	-83865.85	-0.4054636	0.0152655	0.918204	0.0817962	1.83641	0.163592	0.9999985
22431	1	-83866.74	-83866.34	-0.4054597	0.0150364	0.918128	0.0818717	1.83626	0.163743	0.9999946
22432	0	-83868.67	-83868.26	-0.4054636	0.020148	0.920046	0.079954	1.84009	0.159908	0.9999985
22433	1	-83866.69	-83866.29	-0.4054597	0.0151555	0.918128	0.0818717	1.83626	0.163743	0.9999946
22434	0	-83868.25	-83867.84	-0.4054636	0.0187138	0.920046	0.079954	1.84009	0.159908	0.9999985
22435	1	-83867.97	-83867.57	-0.4054597	0.012945	0.918128	0.0818717	1.83626	0.163743	0.9999946
22436	0	-83868.44	-83868.04	-0.4054636	0.0195224	0.920046	0.079954	1.84009	0.159908	0.9999985
22437	1	-83866.59	-83866.18	-0.4054597	0.0154465	0.918128	0.0818717	1.83626	0.163743	0.9999946
22438	0	-83868.55	-83868.14	-0.4054636	0.0198324	0.920046	0.079954	1.84009	0.159908	0.9999985
22439	1	-83868.45	-83868.04	-0.4054597	0.0154465	0.919903	0.0800971	1.83981	0.160194	0.9999946
22440	0	-83869.5	-83869.1	-0.4054636	0.0136951	0.920046	0.079954	1.84009	0.159908	0.9999985
22441	1	-83868.65	-83868.24	-0.4054597	0.014363	0.917278	0.0827219	1.83456	0.165444	0.9999946
22442	0	-83868.63	-83868.22	-0.4054636	0.0153348	0.920046	0.079954	1.84009	0.159908	0.9999985
22443	1	-83866.75	-83866.35	-0.4054597	0.0146987	0.918317	0.0816834	1.83663	0.163367	0.9999946
22444	0	-83868.63	-83868.22	-0.4054636	0.0153348	0.920046	0.079954	1.84009	0.159908	0.9999985
22445	1	-83867.1	-83866.7	-0.4054597	0.0140325	0.918317	0.0816834	1.83663	0.163367	0.9999946
22446	0	-83869.24	-83868.83	-0.4054636	0.0212742	0.920046	0.079954	1.84009	0.159908	0.9999985
22447	1	-83866.48	-83866.08	-0.4054597	0.0199045	0.918519	0.0814806	1.83704	0.162961	0.9999946
22448	0	-83868.18	-83867.77	-0.4054636	0.0181205	0.920046	0.079954	1.84009	0.159908	0.9999985
22449	1	-83866.34	-83865.94	-0.4054597	0.0195147	0.918519	0.0814806	1.83704	0.162961	0.9999946
22450	0	-83868.16	-83867.76	-0.4054636	0.0178178	0.920046	0.079954	1.84009	0.159908	0.9999985
22451	1	-83866.24	-83865.84	-0.4054597	0.015889	0.918519	0.0814806	1.83704	0.162961	0.9999946
22452	0	-83868.49	-83868.09	-0.4054636	0.0157134	0.920046	0.079954	1.84009	0.159908	0.9999985
22453	1	-83866.23	-83865.82	-0.4054597	0.0163241	0.918844	0.0811557	1.83769	0.162311	0.9999946
22454	0	-83865.97	-83865.57	-0.4054636	0.0157134	0.918474	0.0815256	1.83695	0.163051	0.9999985
22455	1	-83866.77	-83866.37	-0.4054597	0.015085	0.918078	0.0819221	1.83616	0.163844	0.9999946
22456	0	-83866.36	-83865.96	-0.4054636	0.0203592	0.918474	0.0815256	1.83695	0.163051	0.9999985
22457	1	-83867.54	-83867.13	-0.4054597	0.0213707	0.918078	0.0819221	1.83616	0.163844	0.9999946
22458	0	-83866.36	-83865.96	-0.4054636	0.0203592	0.918474	0.0815256	1.83695	0.163051	0.9999985
22459	1	-83866.47	-83866.06	-0.4054597	0.0189833	0.918078	0.0819221	1.83616	0.163844	0.9999946
22460	0	-83866.36	-83865.96	-0.4054636	0.0203592	0.918474	0.0815256	1.83695	0.163051	0.9999985
22461	1	-83866.47	-83866.06	-0.4054597	0.0189833	0.918078	0.0819221	1.83616	0.163844	0.9999946
22462	0	-83866.88	-83866.48	-0.4054636	0.0202157	0.919321	0.0806786	1.83864	0.161357	0.9999985
22463	1	-83866.34	-83865.94	-0.4054597	0.0183311	0.918078	0.0819221	1.83616	0.163844	0.9999946
22464	0	-83866.58	-83866.17	-0.4054636	0.015866	0.919321	0.0806786	1.83864	0.161357	0.9999985
22465	1	-83867.81	-83867.4	-0.4054597	0.0217633	0.918078	0.0819221	1.83616	0.163844	0.9999946
22466	0	-83866.43	-83866.02	-0.4054636	0.0187674	0.919321	0.0806786	1.83864	0.161357	0.9999985
22467	1	-83866.59	-83866.19	-0.4054597	0.0194194	0.918078	0.0819221	1.83616	0.163844	0.9999946
22468	0	-83867.26	-83866.85	-0.4054636	0.0142751	0.919321	0.0806786	1.83864	0.161357	0.9999985
22469	1	-83866.4	-83866	-0.4054597	0.0163109	0.918078	0.0819221	1.83616	0.163844	0.9999946
22470	0	-83866.4	-83865.99	-0.4054636	0.0166533	0.919321	0.0806786	1.83864	0.161357	0.9999985
22471	1	-83866.37	-83865.96	-0.4054597	0.016496	0.918078	0.0819221	1.83616	0.163844	0.9999946
22472	0	-83866.61	-83866.2	-0.4054636	0.0157656	0.919321	0.0806786	1.83864	0.161357	0.9999985
22473	1	-83866.37	-83865.96	-0.4054597	0.016496	0.918078	0.0819221	1.83616	0.163844	0.9999946
22474	0	-83866.61	-83866.2	-0.4054636	0.0157656	0.919321	0.0806786	1.83864	0.161357	0.9999985
22475	1	-83866.78	-83866.37	-0.4054597	0.0150778	0.918078	0.0819221	1.83616	0.163844	0.9999946
22476	0	-83866.37	-83865.96	-0.4054636	0.0192401	0.919209	0.0807907	1.83842	0.161581	0.9999985
22477	1	-83869.24	-83868.83	-0.4054597	0.0234378	0.918078	0.0819221	1.83616	0.163844	0.9999946
22478	0	-83868.18	-83867.78	-0.4054636	0.0126719	0.919209	0.0807907	1.83842	0.161581	0.9999985
22479	1	-83866.38	-83865.97	-0.4054597	0.0185642	0.918078	0.0819221	1.83616	0.163844	0.9999946
22480	0	-83866.24	-83865.83	-0.4054636	0.0165543	0.919209	0.0807907	1.83842	0.161581	0.9999985
22481	1	-83868.28	-83867.87	-0.4054597	0.0223787	0.918078	0.0819221	1.83616	0.163844	0.9999946
22482	0	-83866.74	-83866.33	-0.4054636	0.0149449	0.919209	0.0807907	1.83842	0.161581	0.9999985
22483	1	-83866.72	-83866.31	-0.4054597	0.0152259	0.918078	0.0819221	1.83616	0.163844	0.9999946
22484	0	-83866.26	-83865.85	-0.4054636	0.0187721	0.919209	0.0807907	1.83842	0.161581	0.9999985
22485	1	-83867.24	-83866.84	-0.4054597	0.0208789	0.918078	0.0819221	1.83616	0.163844	0.9999946
22486	0	-83866.26	-83865.85	-0.4054636	0.0187721	0.919209	0.0807907	1.83842	0.161581	0.9999985
22487	1	-83866.29	-83865.88	-0.4054597	0.01774	0.918078	0.0819221	1.83616	0.163844	0.9999946
22488	0	-83866.26	-83865.85	-0.4054636	0.0187721	0.919209	0.0807907	1.83842	0.161581	0.9999985
22489	1	-83866.29	-83865.88	-0.4054597	0.01774	0.918078	0.0819221	1.83616	0.163844	0.9999946
22490	0	-83866.7	-83866.29	-0.4054636	0.0201794	0.919209	0.0807907	1.83842	0.161581	0.9999985
22491	1	-83866.29	-83865.88	-0.4054597	0.01774	0.918078	0.0819221	1.83616	0.163844	0.9999946
22492	0	-83866.86	-83866.45	-0.4054636	0.0146896	0.919209	0.0807907	1.83842	0.161581	0.9999985
22493	1	-83866.48	-83866.08	-0.4054597	0.0159608	0.918078	0.0819221	1.83616	0.163844	0.9999946
22494	0	-83866.24	-83865.84	-0.4054636	0.0187085	0.919209	0.0807907	1.83842	0.161581	0.9999985
22495	1	-83866.44	-83866.04	-0.4054597	0.0188676	0.918078	0.0819221	1.83616	0.163844	0.9999946
22496	0	-83866.25	-83865.84	-0.4054636	0.016488	0.919209	0.0807907	1.83842	0.161581	0.9999985
22497	1	-83866.74	-83866.34	-0.4054597	0.0188676	0.917858	0.0821421	1.83572	0.164284	0.9999946
22498	0	-83866.26	-83865.85	-0.4054636	0.0187794	0.919209	0.0807907	1.83842	0.161581	0.9999985
22499	1	-83867.37	-83866.96	-0.4054597	0.0144105	0.917858	0.0821421	1.83572	0.164284	0.9999946
22500	0	-83866.26	-83865.85	-0.4054636	0.0187794	0.919209	0.0807907	1.83842	0.161581	0.9999985
22501	1	-83866.65	-83866.24	-0.4054597	0.0165849	0.917858	0.0821421	1.83572	0.164284	0.9999946
22502	0	-83866.26	-83865.85	-0.4054636	0.0187794	0.919209	0.0807907	1.83842	0.161581	0.9999985
22503	1	-83869.59	-83869.18	-0.4054597	0.0114836	0.917858	0.0821421	1.83572	0.164284	0.9999946
22504	0	-83867.2	-83866.79	-0.4054636	0.0211021	0.919232	0.0807677	1.83846	0.161535	0.9999985
22505	1	-83866.66	-83866.26	-0.4054597	0.0184755	0.917858	0.0821421	1.83572	0.164284	0.9999946
22506	0	-83868.15	-83867.74	-0.4054636	0.022464	0.919232	0.0807677	1.83846	0.161535	0.9999985
22507	1	-83866.03	-83865.63	-0.4054597	0.0178427	0.918673	0.0813266	1.83735	0.162653	0.9999946
22508	0	-83866.92	-83866.51	-0.4054636	0.0201792	0.919351	0.0806493	1.8387	0.161299	0.9999985
22509	1	-83866.03	-83865.63	-0.4054597	0.0178425	0.918673	0.0813266	1.83735	0.162653	0.9999946
22510	0	-83866.41	-83866	-0.4054636	0.0183113	0.919351	0.0806493	1.8387	0.161299	0.9999985
22511	1	-83866.04	-83865.64	-0.4054597	0.0170699	0.918673	0.0813266	1.83735	0.162653	0.9999946
22512	0	-83866.4	-83865.99	-0.4054636	0.0181712	0.919351	0.0806493	1.8387	0.161299	0.9999985
22513	1	-83866.71	-83866.3	-0.4054597	0.0147029	0.918673	0.0813266	1.83735	0.162653	0.9999946
22514	0	-83868	-83867.59	-0.4054636	0.013218	0.919351	0.0806493	1.8387	0.161299	0.9999985
22515	1	-83866.71	-83866.3	-0.4054597	0.0147029	0.918673	0.0813266	1.83735	0.162653	0.9999946
22516	0	-83868.9	-83868.49	-0.4054636	0.0231153	0.919351	0.0806493	1.8387	0.161299	0.9999985
22517	1	-83866.35	-83865.95	-0.4054597	0.0195324	0.918673	0.0813266	1.83735	0.162653	0.9999946
22518	0	-83868.46	-83868.05	-0.4054636	0.0126323	0.919351	0.0806493	1.8387	0.161299	0.9999985
22519	1	-83867.24	-83866.83	-0.4054597	0.0213627	0.918673	0.0813266	1.83735	0.162653	0.9999946
22520	0	-83866.4	-83866	-0.4054636	0.0169855	0.919351	0.0806493	1.8387	0.161299	0.9999985
22521	1	-83866.28	-83865.87	-0.4054597	0.0192892	0.918673	0.0813266	1.83735	0.162653	0.9999946
22522	0	-83866.37	-83865.96	-0.4054636	0.017628	0.919351	0.0806493	1.8387	0.161299	0.9999985
22523	1	-83866.02	-83865.62	-0.4054597	0.0174548	0.918673	0.0813266	1.83735	0.162653	0.9999946
22524	0	-83866.41	-83866	-0.4054636	0.0169598	0.919351	0.0806493	1.8387	0.161299	0.9999985
22525	1	-83866.02	-83865.62	-0.4054597	0.0174548	0.918673	0.0813266	1.83735	0.162653	0.9999946
22526	0	-83865.79	-83865.38	-0.4054636	0.0177464	0.918874	0.0811265	1.83775	0.162253	0.9999985
22527	1	-83866.33	-83865.92	-0.4054597	0.0194676	0.918673	0.0813266	1.83735	0.162653	0.9999946
22528	0	-83865.9	-83865.5	-0.4054636	0.0163871	0.918874	0.0811265	1.83775	0.162253	0.9999985
22529	1	-83866.33	-83865.92	-0.4054597	0.0194676	0.918673	0.0813266	1.83735	0.162653	0.9999946
22530	0	-83866.15	-83865.74	-0.4054636	0.0154976	0.918874	0.0811265	1.83775	0.162253	0.9999985
22531	1	-83866.03	-83865.62	-0.4054597	0.0177514	0.918673	0.0813266	1.83735	0.162653	0.9999946
22532	0	-83866.15	-83865.74	-0.4054636	0.0154976	0.918874	0.0811265	1.83775	0.162253	0.9999985
22533	1	-83866.03	-83865.62	-0.4054597	0.0173812	0.918673	0.0813266	1.83735	0.162653	0.9999946
22534	0	-83868.26	-83867.86	-0.4054636	0.0121372	0.918874	0.0811265	1.83775	0.162253	0.9999985
22535	1	-83866.35	-83865.95	-0.4054597	0.015575	0.918673	0.0813266	1.83735	0.162653	0.9999946
22536	0	-83866.24	-83865.83	-0.4054636	0.0198956	0.918874	0.0811265	1.83775	0.162253	0.9999985
22537	1	-83866.05	-83865.64	-0.4054597	0.0170522	0.918673	0.0813266	1.83735	0.162653	0.9999946
22538	0	-83865.92	-83865.52	-0.4054636	0.0168741	0.918989	0.0810111	1.83798	0.162022	0.9999985
22539	1	-83866.85	-83866.45	-0.4054597	0.0144077	0.918673	0.0813266	1.83735	0.162653	0.9999946
22540	0	-83865.92	-83865.52	-0.4054636	0.0168741	0.918989	0.0810111	1.83798	0.162022	0.9999985
22541	1	-83869.08	-83868.67	-0.4054597	0.0115181	0.918673	0.0813266	1.83735	0.162653	0.9999946
22542	0	-83866.59	-83866.19	-0.4054636	0.0146719	0.918989	0.0810111	1.83798	0.162022	0.9999985
22543	1	-83866.27	-83865.87	-0.4054597	0.0158286	0.918673	0.0813266	1.83735	0.162653	0.9999946
22544	0	-83865.88	-83865.48	-0.4054636	0.0177266	0.918989	0.0810111	1.83798	0.162022	0.9999985
22545	1	-83866.07	-83865.66	-0.4054597	0.0182964	0.918673	0.0813266	1.83735	0.162653	0.9999946
22546	0	-83865.88	-83865.48	-0.4054636	0.0177266	0.918989	0.0810111	1.83798	0.162022	0.9999985
22547	1	-83866.44	-83866.03	-0.4054597	0.0197767	0.918673	0.0813266	1.83735	0.162653	0.9999946
22548	0	-83866.09	-83865.69	-0.4054636	0.0189748	0.91904	0.0809596	1.83808	0.161919	0.9999985
22549	1	-83866.34	-83865.94	-0.4054597	0.0156044	0.918673	0.0813266	1.83735	0.162653	0.9999946
22550	0	-83866.09	-83865.69	-0.4054636	0.0189748	0.91904	0.0809596	1.83808	0.161919	0.9999985
22551	1	-83866.03	-83865.63	-0.4054597	0.0178779	0.918673	0.0813266	1.83735	0.162653	0.9999946
22552	0	-83866.25	-83865.84	-0.4054636	0.0156415	0.91904	0.0809596	1.83808	0.161919	0.9999985
22553	1	-83866.24	-83865.84	-0.4054597	0.0191763	0.918673	0.0813266	1.83735	0.162653	0.9999946
22554	0	-83868.23	-83867.83	-0.4054636	0.012353	0.91904	0.0809596	1.83808	0.161919	0.9999985
22555	1	-83866.88	-83866.48	-0.4054597	0.0203479	0.918155	0.0818446	1.83631	0.163689	0.9999946
22556	0	-83865.93	-83865.53	-0.4054636	0.0174984	0.91904	0.0809596	1.83808	0.161919	0.9999985
22557	1	-83866.31	-83865.9	-0.4054597	0.0163947	0.918155	0.0818446	1.83631	0.163689	0.9999946
22558	0	-83866.13	-83865.73	-0.4054636	0.0191428	0.91904	0.0809596	1.83808	0.161919	0.9999985
22559	1	-83866.79	-83866.38	-0.4054597	0.0205394	0.918437	0.081563	1.83687	0.163126	0.9999946
22560	0	-83867.37	-83866.97	-0.4054636	0.0217416	0.91904	0.0809596	1.83808	0.161919	0.9999985
22561	1	-83866.12	-83865.71	-0.4054597	0.0185294	0.918437	0.081563	1.83687	0.163126	0.9999946
22562	0	-83868.41	-83868	-0.4054636	0.0183948	0.917025	0.0829754	1.83405	0.165951	0.9999985
22563	1	-83866.57	-83866.17	-0.4054597	0.0149896	0.918437	0.081563	1.83687	0.163126	0.9999946
22564	0	-83867.46	-83867.05	-0.4054636	0.0211802	0.919366	0.0806341	1.83873	0.161268	0.9999985
22565	1	-83866.4	-83865.99	-0.4054597	0.0154498	0.918437	0.081563	1.83687	0.163126	0.9999946
22566	0	-83866.76	-83866.35	-0.4054636	0.0155478	0.919366	0.0806341	1.83873	0.161268	0.9999985
22567	1	-83866.19	-83865.78	-0.4054597	0.0161798	0.918437	0.081563	1.83687	0.163126	0.9999946
22568	0	-83866.76	-83866.35	-0.4054636	0.0155478	0.919366	0.0806341	1.83873	0.161268	0.9999985
22569	1	-83867.28	-83866.88	-0.4054597	0.0136709	0.918437	0.081563	1.83687	0.163126	0.9999946
22570	0	-83866.93	-83866.53	-0.4054636	0.0151018	0.919366	0.0806341	1.83873	0.161268	0.9999985
22571	1	-83866.03	-83865.63	-0.4054597	0.0175484	0.918437	0.081563	1.83687	0.163126	0.9999946
22572	0	-83866.97	-83866.56	-0.4054636	0.0150183	0.919366	0.0806341	1.83873	0.161268	0.9999985
22573	1	-83866.03	-83865.63	-0.4054597	0.0174687	0.918437	0.081563	1.83687	0.163126	0.9999946
22574	0	-83867.42	-83867.01	-0.4054636	0.0211183	0.919366	0.0806341	1.83873	0.161268	0.9999985
22575	1	-83866.03	-83865.63	-0.4054597	0.0174687	0.918437	0.081563	1.83687	0.163126	0.9999946
22576	0	-83868.99	-83868.58	-0.4054636	0.0237738	0.918388	0.081612	1.83678	0.163224	0.9999985
22577	1	-83866.09	-83865.68	-0.4054597	0.0183568	0.918437	0.081563	1.83687	0.163126	0.9999946
22578	0	-83865.99	-83865.58	-0.4054636	0.0157494	0.918388	0.081612	1.83678	0.163224	0.9999985
22579	1	-83867.74	-83867.34	-0.4054597	0.0133755	0.918045	0.081955	1.83609	0.16391	0.9999946
22580	0	-83865.77	-83865.37	-0.4054636	0.0167532	0.918388	0.081612	1.83678	0.163224	0.9999985
22581	1	-83867.74	-83867.34	-0.4054597	0.0133755	0.918045	0.081955	1.83609	0.16391	0.9999946
22582	0	-83865.77	-83865.37	-0.4054636	0.0167532	0.918388	0.081612	1.83678	0.163224	0.9999985
22583	1	-83866.82	-83866.41	-0.4054597	0.019929	0.918045	0.081955	1.83609	0.16391	0.9999946
22584	0	-83865.77	-83865.37	-0.4054636	0.0167532	0.918388	0.081612	1.83678	0.163224	0.9999985
22585	1	-83866.39	-83865.99	-0.4054597	0.0165862	0.918045	0.081955	1.83609	0.16391	0.9999946
22586	0	-83866.27	-83865.86	-0.4054636	0.0200798	0.918388	0.081612	1.83678	0.163224	0.9999985
22587	1	-83866.39	-83865.99	-0.4054597	0.0165862	0.918045	0.081955	1.83609	0.16391	0.9999946
22588	0	-83865.83	-83865.43	-0.4054636	0.0186898	0.918388	0.081612	1.83678	0.163224	0.9999985
22589	1	-83866.39	-83865.99	-0.4054597	0.0165862	0.918045	0.081955	1.83609	0.16391	0.9999946
22590	0	-83865.89	-83865.49	-0.4054636	0.016104	0.918388	0.081612	1.83678	0.163224	0.9999985
22591	1	-83866.39	-83865.99	-0.4054597	0.0165862	0.918045	0.081955	1.83609	0.16391	0.9999946
22592	0	-83865.89	-83865.49	-0.4054636	0.016104	0.918388	0.081612	1.83678	0.163224	0.9999985
22593	1	-83866.33	-83865.92	-0.4054597	0.0172516	0.918045	0.081955	1.83609	0.16391	0.9999946
22594	0	-83865.89	-83865.49	-0.4054636	0.0161036	0.918388	0.081612	1.83678	0.163224	0.9999985
22595	1	-83866.41	-83866.01	-0.4054597	0.0173864	0.917973	0.0820271	1.83595	0.164054	0.9999946
22596	0	-83866.22	-83865.82	-0.4054636	0.0200573	0.918493	0.0815072	1.83699	0.163014	0.9999985
22597	1	-83866.41	-83866.01	-0.4054597	0.0173864	0.917973	0.0820271	1.83595	0.164054	0.9999946
22598	0	-83868.44	-83868.03	-0.4054636	0.011811	0.918493	0.0815072	1.83699	0.163014	0.9999985
22599	1	-83866.41	-83866.01	-0.4054597	0.0173864	0.917973	0.0820271	1.83595	0.164054	0.9999946
22600	0	-83867.61	-83867.21	-0.4054636	0.0127509	0.918493	0.0815072	1.83699	0.163014	0.9999985
22601	1	-83866.41	-83866.01	-0.4054597	0.0173864	0.917973	0.0820271	1.83595	0.164054	0.9999946
22602	0	-83868.61	-83868.2	-0.4054636	0.0116344	0.918493	0.0815072	1.83699	0.163014	0.9999985
22603	1	-83866.42	-83866.02	-0.4054597	0.0178326	0.917973	0.0820271	1.83595	0.164054	0.9999946
22604	0	-83866.45	-83866.04	-0.4054636	0.0174184	0.917742	0.082258	1.83548	0.164516	0.9999985
22605	1	-83866.47	-83866.07	-0.4054597	0.0166198	0.917973	0.0820271	1.83595	0.164054	0.9999946
22606	0	-83866.45	-83866.04	-0.4054636	0.0174184	0.917742	0.082258	1.83548	0.164516	0.9999985
22607	1	-83866.47	-83866.07	-0.4054597	0.0166198	0.917973	0.0820271	1.83595	0.164054	0.9999946
22608	0	-83869.04	-83868.64	-0.4054636	0.0119011	0.917742	0.082258	1.83548	0.164516	0.9999985
22609	1	-83867.05	-83866.64	-0.4054597	0.0202474	0.917973	0.0820271	1.83595	0.164054	0.9999946
22610	0	-83867.49	-83867.09	-0.4054636	0.0139345	0.917742	0.082258	1.83548	0.164516	0.9999985
22611	1	-83866.48	-83866.07	-0.4054597	0.0165947	0.917973	0.0820271	1.83595	0.164054	0.9999946
22612	0	-83867.4	-83867	-0.4054636	0.0140874	0.917742	0.082258	1.83548	0.164516	0.9999985
22613	1	-83869.25	-83868.84	-0.4054597	0.0152148	0.916967	0.0830328	1.83393	0.166066	0.9999946
22614	0	-83866.29	-83865.89	-0.4054636	0.0200071	0.918891	0.0811091	1.83778	0.162218	0.9999985
22615	1	-83869.71	-83869.3	-0.4054597	0.0192688	0.92032	0.0796803	1.84064	0.159361	0.9999946
22616	0	-83865.75	-83865.34	-0.4054636	0.0167666	0.918465	0.0815349	1.83693	0.16307	0.9999985
22617	1	-83869.51	-83869.11	-0.4054597	0.0174764	0.92032	0.0796803	1.84064	0.159361	0.9999946
22618	0	-83866	-83865.59	-0.4054636	0.0156325	0.918465	0.0815349	1.83693	0.16307	0.9999985
